"sample","Cq_raw","Cq_CPP","Cq_inder"
"A1",NA,14.4259293584907,14.4259293584907
"A2",NA,15.1938093240536,15.1938093240536
"A3",NA,15.2069489081606,15.2069489081606
"A4",NA,1.6523426629623,1.6523426629623
"A5",NA,1.72188710220917,1.72188710220917
"A6",NA,1.79612634154738,1.79612634154738
"A7",NA,1.24844546079879,1.24844546079879
"A8",NA,35.9702399315961,35.9702399315961
"A9",NA,1.35582205465924,1.35582205465924
"A10",NA,3.29304821409431,3.29304821409431
"A11",NA,3.04705817189278,3.04705817189278
"A12",NA,3.03689588061997,3.03689588061997
"B1",NA,18.5814210511996,18.5814210511996
"B2",NA,19.3369038849032,19.3369038849032
"B3",NA,19.0661545999072,19.0661545999072
"B4",NA,2.45322395747269,2.45322395747269
"B5",NA,2.13428638672022,2.13428638672022
"B6",NA,1.80286743944817,1.80286743944817
"B7",NA,19.2478323625705,19.2478323625705
"B8",NA,20.2974719294036,20.2974719294036
"B9",NA,20.0105746852253,20.0105746852253
"B10",NA,6.70085596447306,6.70085596447306
"B11",NA,24.9693606135408,24.9693606135408
"B12",NA,22.2052943986949,22.2052943986949
"C1",NA,23.9230444366378,23.9230444366378
"C2",NA,24.6026535911952,24.6026535911952
"C3",NA,23.6274935356126,23.6274935356126
"C4",NA,1.47146114582849,1.47146114582849
"C5",NA,1.91614443392794,1.91614443392794
"C6",NA,35.9161088062274,35.9161088062274
"C7",NA,20.4786152168981,20.4786152168981
"C8",NA,20.6173165891756,20.6173165891756
"C9",NA,20.1543113460685,20.1543113460685
"C10",NA,1.88604512284102,1.88604512284102
"C11",NA,2.161511457528,2.161511457528
"C12",NA,1.29906453246543,1.29906453246543
"D1",NA,26.0546913213104,26.0546913213104
"D2",NA,26.6570344471278,26.6570344471278
"D3",NA,27.2068469064141,27.2068469064141
"D4",NA,19.931000671903,19.931000671903
"D5",NA,20.9341049133463,20.9341049133463
"D6",NA,21.0719694633374,21.0719694633374
"D7",NA,3.7522467621867,3.7522467621867
"D8",NA,21.0415545933136,21.0415545933136
"D9",NA,21.9137783873511,21.9137783873511
"D10",NA,1.7748019970497,1.7748019970497
"D11",NA,1.64692698347715,1.64692698347715
"D12",NA,1.37335149871846,1.37335149871846
"E1",NA,5.3313235985356,5.3313235985356
"E2",NA,28.4410077924873,28.4410077924873
"E3",NA,4.15629424826316,4.15629424826316
"E4",NA,14.9725470234646,14.9725470234646
"E5",NA,21.2427673009336,21.2427673009336
"E6",NA,20.9580259352513,20.9580259352513
"E7",NA,1.94093909430953,1.94093909430953
"E8",NA,1.96214278292887,1.96214278292887
"E9",NA,1.59905184401345,1.59905184401345
"E10",NA,3.1587760111241,3.1587760111241
"E11",NA,2.5959712889634,2.5959712889634
"E12",NA,1.94539874564772,1.94539874564772
"F1",NA,1.77508346370596,1.77508346370596
"F2",NA,1.08861190182643,1.08861190182643
"F3",NA,3.03040559017243,3.03040559017243
"F4",NA,21.5098161321741,21.5098161321741
"F5",NA,14.0531327233041,14.0531327233041
"F6",NA,26.9579161928669,26.9579161928669
"F7",NA,25.2259118640634,25.2259118640634
"F8",NA,3.85025703810035,3.85025703810035
"F9",NA,21.8634851053457,21.8634851053457
"F10",NA,35.6810375002503,35.6810375002503
"F11",NA,34.5948061459012,34.5948061459012
"F12",NA,36.3891283745526,36.3891283745526
"G1",NA,1.26350088869049,1.26350088869049
"G2",NA,36.2137666451837,36.2137666451837
"G3",NA,1.35849805647108,1.35849805647108
"G4",NA,1.80089143652731,1.80089143652731
"G5",NA,1.4962176533259,1.4962176533259
"G6",NA,1.77682258931283,1.77682258931283
"G7",NA,2.56424919623205,2.56424919623205
"G8",NA,2.35265532758276,2.35265532758276
"G9",NA,1.61626327804343,1.61626327804343
"G10",NA,36.167366430559,36.167366430559
"G11",NA,36.1973087181637,36.1973087181637
"G12",NA,1.06680207214717,1.06680207214717
"H1",NA,1.38254915540171,1.38254915540171
"H2",NA,1.20744926678466,1.20744926678466
"H3",NA,1.25775701018262,1.25775701018262
"H4",NA,1.3409640440267,1.3409640440267
"H5",NA,1.14489002756325,1.14489002756325
"H6",NA,1.62646491548711,1.62646491548711
"H7",NA,4.49278096546551,4.49278096546551
"H8",NA,3.82678631599311,3.82678631599311
"H9",NA,26.246303989478,26.246303989478
"H10",NA,1.67301708300693,1.67301708300693
"H11",NA,1.30970349997363,1.30970349997363
"H12",NA,1.27607280137076,1.27607280137076
